motif	fimo_bg_hg19	fimo_without_overlaps	fimo_without_overlaps_1e-2	fimo_without_overlaps_1e-3	fimo_without_overlaps_1e-5	fimo_without_overlaps_1e_6	fimo_without_overlaps_bg	fimo_without_overlaps_bg_1e_2	fimo_without_overlaps_bg_1e_3	fimo_without_overlaps_bg_1e_5	fimo_without_overlaps_bg_1e_6	fimo_with_overlaps	moods_without_overlaps	moods_without_overlaps_1e-2	moods_without_overlaps_1e-3	moods_without_overlaps_1e-5	moods_without_overlaps_1e_6	moods_without_overlaps_bg	moods_without_overlaps_bg_1e_2	moods_without_overlaps_bg_1e_3	moods_without_overlaps_new_bg	moods_without_overlaps_new_bg_1e_2	moods_without_overlaps_new_bg_1e_3	moods_without_overlaps_new_bg_1e_5	moods_without_overlaps_new_bg_1e_6	moods_with_overlaps
HSF1_MA0486.2	0.0874690356197147	0.08401706596652445	0.005206939894296343	0.022265547112125306	0.13692351761672872	0.062421972534332085	0.0874690356197147	0.005180675755484065	0.023005616076865822	0.1348905109489051	0.0563973063973064	0.08064262088517876	0.07446808510638298	0.0048700780088054224	0.020541771901153864	0.13290460878885316	0.033583738400353516	0.014826916035264625	0.0012517585546065822	0.003038818221469072	0.0875368348067256	0.005049152273269914	0.02316933961731032	0.1301955990220049	0.03536693191865606	0.07120274914089347
JUNB_MA0490.1	0.3189284005740711	0.32732441396114886	0.0516860387532202	0.20789244531229384	0.12045022657506213	0.018788793826539172	0.3189284005740711	0.051657695960920895	0.19982817001061304	0.13838036896710457	0.020155557414067073	0.2944100639139698	0.3390778435325486	0.05071583249796465	0.2072615576437278	0.1340115640781673	0.011368456774412488	0.19660381584453704	0.012771943109600531	0.04539830739614915	0.318931872646354	0.05164979525942474	0.19962672450755378	0.13928900872773717	0.01797488555709546	0.3057292480850399
CTCF_MA0139.1	0.3963047487515474	0.5075320494655589	0.04439496323440697	0.16455700239509882	0.6861201366325086	0.4946686871469899	0.3963047487515474	0.03953274770137359	0.12248186568545015	0.6689860114517648	0.5746477440358105	0.4990582334912232	0.5959574437863099	0.04985143766230728	0.21503147551051743	0.6580410902238361	0.41180790130709355	0.06158443498879397	0.024165290478642854	0.025318621161577282	0.395851587248096	0.039676349151872535	0.12275701648241914	0.6671143863215595	0.5700063816209318	0.5922005335139942
EBF1_MA0154.3	0.3054859835624571	0.3248972428762758	0.03564755227521489	0.14775720111165944	0.17127171271712718	0.024964893119051333	0.3054859835624571	0.03081532844658859	0.11887661792293625	0.22764566240473116	0.04113533525298231	0.2785476718403548	0.32421087063184867	0.03886309133247743	0.17455609705109948	0.12922728131494426	0.006432902715528605	0.1069410950714396	0.01228658430150517	0.022602772395829876	0.30501436648438224	0.02915133921750679	0.11771040327859962	0.22573099415204678	0.03380893300248139	0.2873849276342813
CUX1_MA0754.1	0.05533790401567091	0.06521023163903832	0.022837380371394937	0.0806969703972454	0.0037517586368610288	0	0.05533790401567091	0.02651640869364069	0.08669698692438886	0.0031289111389236545	0	0.06491803278688525	0.08610741233910342	0.018624054951285135	0.06937592984104612	0.009115770282588878	0	0.07154154187838611	0.003947217112211473	0.01966033924133809	0.05152695739600352	0.026483924413285575	0.08706090833738246	0	0	0.08525973455216665
NFYA_MA0060.3	0.12298458877981791	0.13401881170765906	0.0031381527511199305	0.02728747888863132	0.18063112078346028	0.12040990606319385	0.12298458877981791	0.002817095346284844	0.023902541179529026	0.1911461908030199	0.1260234959060164	0.13383116504287965	0.13850009168143756	0.00326699405531145	0.028403144757440258	0.17371854613233922	0.10237659963436929	0.024797300851373997	0.0008449027961184001	0.0028594213741336646	0.12352127823014288	0.0028143735348547783	0.0239010989010989	0.18922239775320343	0.1316931982633864	0.1383056640625
ELK1_MA0028.2	0.3097365198857195	0.33222946266424525	0.012755690402919783	0.0978531588732592	0.261671469740634	0.048421350700835336	0.3097365198857195	0.010745009492533437	0.0791545346705489	0.2961592862582962	0.048421350700835336	0.33129161118508654	0.3390948512795456	0.01474181134533461	0.11382096397419687	0.2034444306777351	0.023898646703138498	0.12083858509002185	0.0033681834764017356	0.015716744986739868	0.31000683838614085	0.010747723869338973	0.07877881436073535	0.28464005307973017	0.02504678278393551	0.3382890567877163
ZEB1_MA0103.3	0.10593740192302205	0.12330993719985224	0.010054962868480294	0.048901361840877934	0.14645790914835358	0.04323458767013611	0.10593740192302205	0.008538162500137203	0.03855944916840142	0.15452169367485624	0.06827164929931728	0.12287870421498251	0.13547152877825275	0.011790621186255668	0.06212812077487725	0.11044119054454972	0.02308883570322399	0.05648576201390777	0.003435755138787653	0.010688603305075548	0.10614860805127178	0.00852890566349262	0.038493372370257815	0.15589016829052257	0.06375384615384615	0.13507594489579655
YY1_MA0095.2	0.06951948706865499	0.07470275344180226	0.0026119082395394794	0.015913086323626917	0.18165103879389594	0.14956123616940098	0.06951948706865499	0.0025719752591999287	0.015169356514511324	0.1730034866345675	0.155374246186591	0.07454240330952659	0.07344064386317907	0.002812591606439744	0.015902587519025874	0.18324924318869829	0.12188365650969529	0.011966863736479316	0.0007653181829935852	0.0020884083262868143	0.06892321016166282	0.003023743616715875	0.015134648771174954	0.17134115247322795	0.1430745814307458	0.0732875125492316
NFATC1_MA0624.1	0.10707353405859252	0.10812539987204095	0.012688834367023567	0.07153419718157694	0.0408282867747607	0	0.10707353405859252	0.012002161499028786	0.07399981111377489	0.02805107808247854	0	0.10798722044728434	0.10405806664467172	0.012084841664829262	0.06530677692386984	0.05365550324242693	0.0076495132127955496	0.06744000146449515	0.0038436253802813566	0.012713437412143702	0.10742753623188406	0.012007632985485054	0.07385520093278583	0.02608695652173913	0	0.10387984981226533
